año,mes,día,día_semana,nacimientos,fecha
2011,10,21,vie,11936,2011-10-21
2011,10,22,sab,7899,2011-10-22
2011,10,23,dom,7104,2011-10-23
2011,10,24,lun,11773,2011-10-24
2011,10,25,mar,12672,2011-10-25
2011,10,26,mier,12085,2011-10-26
2011,10,27,jue,12390,2011-10-27
2011,10,28,vie,12049,2011-10-28
2011,10,29,sab,7812,2011-10-29
2011,10,30,dom,6870,2011-10-30
2011,10,31,lun,9828,2011-10-31
2011,11,1,mar,13632,2011-11-01
2011,11,2,mier,12657,2011-11-02
2011,11,3,jue,12310,2011-11-03
2011,11,4,vie,11965,2011-11-04
2011,11,5,sab,8045,2011-11-05
2011,11,6,dom,7236,2011-11-06
2011,11,7,lun,11574,2011-11-07
2011,11,8,mar,12300,2011-11-08
2011,11,9,mier,11990,2011-11-09
2011,11,10,jue,11978,2011-11-10
2011,11,11,vie,14392,2011-11-11
2011,11,12,sab,8087,2011-11-12
2011,11,13,dom,6877,2011-11-13
2011,11,14,lun,11590,2011-11-14
2011,11,15,mar,12676,2011-11-15
2011,11,16,mier,12433,2011-11-16
2011,11,17,jue,12461,2011-11-17
2011,11,18,vie,12424,2011-11-18
2011,11,19,sab,8042,2011-11-19
2011,11,20,dom,7218,2011-11-20
2011,11,21,lun,12929,2011-11-21
2011,11,22,mar,13415,2011-11-22
2011,11,23,mier,11775,2011-11-23
2011,11,24,jue,6894,2011-11-24
2011,11,25,vie,8618,2011-11-25
2011,11,26,sab,7512,2011-11-26
2011,11,27,dom,6879,2011-11-27
2011,11,28,lun,12410,2011-11-28
2011,11,29,mar,13204,2011-11-29
2011,11,30,mier,12584,2011-11-30
2011,12,1,jue,12716,2011-12-01
2011,12,2,vie,11853,2011-12-02
2011,12,3,sab,7895,2011-12-03
2011,12,4,dom,6957,2011-12-04
2011,12,5,lun,11622,2011-12-05
2011,12,6,mar,12477,2011-12-06
2011,12,7,mier,12119,2011-12-07
2011,12,8,jue,12024,2011-12-08
2011,12,9,vie,11565,2011-12-09
2011,12,10,sab,7658,2011-12-10
2011,12,11,dom,6832,2011-12-11
2011,12,12,lun,12087,2011-12-12
2011,12,13,mar,12592,2011-12-13
2011,12,14,mier,12632,2011-12-14
2011,12,15,jue,12506,2011-12-15
2011,12,16,vie,12211,2011-12-16
2011,12,17,sab,7941,2011-12-17
2011,12,18,dom,6876,2011-12-18
2011,12,19,lun,12708,2011-12-19
2011,12,20,mar,13640,2011-12-20
2011,12,21,mier,13227,2011-12-21
2011,12,22,jue,12215,2011-12-22
2011,12,23,vie,10017,2011-12-23
2011,12,24,sab,6688,2011-12-24
2011,12,25,dom,5728,2011-12-25
2011,12,26,lun,8039,2011-12-26
2011,12,27,mar,12475,2011-12-27
2011,12,28,mier,13478,2011-12-28
2011,12,29,jue,12985,2011-12-29
2011,12,30,vie,12434,2011-12-30
2011,12,31,sab,8035,2011-12-31
2012,1,1,dom,6629,2012-01-01
2012,1,2,lun,7821,2012-01-02
2012,1,3,mar,11324,2012-01-03
2012,1,4,mier,12075,2012-01-04
2012,1,5,jue,12171,2012-01-05
2012,1,6,vie,11920,2012-01-06
2012,1,7,sab,7783,2012-01-07
2012,1,8,dom,6887,2012-01-08
2012,1,9,lun,11248,2012-01-09
2012,1,10,mar,11939,2012-01-10
2012,1,11,mier,11860,2012-01-11
2012,1,12,jue,12391,2012-01-12
2012,1,13,vie,11380,2012-01-13
2012,1,14,sab,7901,2012-01-14
2012,1,15,dom,6899,2012-01-15
2012,1,16,lun,10707,2012-01-16
2012,1,17,mar,12175,2012-01-17
2012,1,18,mier,11981,2012-01-18
2012,1,19,jue,11997,2012-01-19
2012,1,20,vie,11914,2012-01-20
2012,1,21,sab,7948,2012-01-21
2012,1,22,dom,6816,2012-01-22
2012,1,23,lun,11464,2012-01-23
2012,1,24,mar,12356,2012-01-24
2012,1,25,mier,11692,2012-01-25
2012,1,26,jue,12003,2012-01-26
2012,1,27,vie,11648,2012-01-27
2012,1,28,sab,7827,2012-01-28
2012,1,29,dom,6733,2012-01-29
2012,1,30,lun,11253,2012-01-30
2012,1,31,mar,11919,2012-01-31
2012,2,1,mier,11916,2012-02-01
2012,2,2,jue,12135,2012-02-02
2012,2,3,vie,11826,2012-02-03
2012,2,4,sab,7833,2012-02-04
2012,2,5,dom,6733,2012-02-05
2012,2,6,lun,11229,2012-02-06
2012,2,7,mar,12310,2012-02-07
2012,2,8,mier,11946,2012-02-08
2012,2,9,jue,11862,2012-02-09
2012,2,10,vie,11981,2012-02-10
2012,2,11,sab,7895,2012-02-11
2012,2,12,dom,7012,2012-02-12
2012,2,13,lun,11023,2012-02-13
2012,2,14,mar,12708,2012-02-14
2012,2,15,mier,12250,2012-02-15
2012,2,16,jue,12376,2012-02-16
2012,2,17,vie,11985,2012-02-17
2012,2,18,sab,7818,2012-02-18
2012,2,19,dom,6905,2012-02-19
2012,2,20,lun,10837,2012-02-20
2012,2,21,mar,12125,2012-02-21
2012,2,22,mier,12436,2012-02-22
2012,2,23,jue,12045,2012-02-23
2012,2,24,vie,11802,2012-02-24
2012,2,25,sab,7842,2012-02-25
2012,2,26,dom,6707,2012-02-26
2012,2,27,lun,11475,2012-02-27
2012,2,28,mar,12208,2012-02-28
2012,2,29,mier,11042,2012-02-29
2012,3,1,jue,12519,2012-03-01
2012,3,2,vie,11789,2012-03-02
2012,3,3,sab,8010,2012-03-03
2012,3,4,dom,7021,2012-03-04
2012,3,5,lun,11391,2012-03-05
2012,3,6,mar,12076,2012-03-06
2012,3,7,mier,11972,2012-03-07
2012,3,8,jue,11985,2012-03-08
2012,3,9,vie,11817,2012-03-09
2012,3,10,sab,7691,2012-03-10
2012,3,11,dom,6497,2012-03-11
2012,3,12,lun,11571,2012-03-12
2012,3,13,mar,11779,2012-03-13
2012,3,14,mier,11797,2012-03-14
2012,3,15,jue,11783,2012-03-15
2012,3,16,vie,11608,2012-03-16
2012,3,17,sab,8066,2012-03-17
2012,3,18,dom,6918,2012-03-18
2012,3,19,lun,11578,2012-03-19
2012,3,20,mar,12338,2012-03-20
2012,3,21,mier,12056,2012-03-21
2012,3,22,jue,11925,2012-03-22
2012,3,23,vie,11816,2012-03-23
2012,3,24,sab,7893,2012-03-24
2012,3,25,dom,6915,2012-03-25
2012,3,26,lun,11474,2012-03-26
2012,3,27,mar,12245,2012-03-27
2012,3,28,mier,12035,2012-03-28
2012,3,29,jue,11864,2012-03-29
2012,3,30,vie,11834,2012-03-30
2012,3,31,sab,7860,2012-03-31
2012,4,1,dom,6909,2012-04-01
2012,4,2,lun,11647,2012-04-02
2012,4,3,mar,12273,2012-04-03
2012,4,4,mier,12307,2012-04-04
2012,4,5,jue,11986,2012-04-05
2012,4,6,vie,10955,2012-04-06
2012,4,7,sab,7384,2012-04-07
2012,4,8,dom,6545,2012-04-08
2012,4,9,lun,11237,2012-04-09
2012,4,10,mar,12179,2012-04-10
2012,4,11,mier,11635,2012-04-11
2012,4,12,jue,12050,2012-04-12
2012,4,13,vie,10910,2012-04-13
2012,4,14,sab,7699,2012-04-14
2012,4,15,dom,6951,2012-04-15
2012,4,16,lun,11536,2012-04-16
2012,4,17,mar,12240,2012-04-17
2012,4,18,mier,11850,2012-04-18
2012,4,19,jue,11583,2012-04-19
2012,4,20,vie,11608,2012-04-20
2012,4,21,sab,7757,2012-04-21
2012,4,22,dom,6843,2012-04-22
2012,4,23,lun,11297,2012-04-23
2012,4,24,mar,12191,2012-04-24
2012,4,25,mier,11765,2012-04-25
2012,4,26,jue,11871,2012-04-26
2012,4,27,vie,11226,2012-04-27
2012,4,28,sab,7590,2012-04-28
2012,4,29,dom,6713,2012-04-29
2012,4,30,lun,11381,2012-04-30
2012,5,1,mar,12470,2012-05-01
2012,5,2,mier,12095,2012-05-02
2012,5,3,jue,11804,2012-05-03
2012,5,4,vie,11488,2012-05-04
2012,5,5,sab,7634,2012-05-05
2012,5,6,dom,6868,2012-05-06
2012,5,7,lun,11424,2012-05-07
2012,5,8,mar,12158,2012-05-08
2012,5,9,mier,11749,2012-05-09
2012,5,10,jue,11825,2012-05-10
2012,5,11,vie,11683,2012-05-11
2012,5,12,sab,7751,2012-05-12
2012,5,13,dom,6909,2012-05-13
2012,5,14,lun,11763,2012-05-14
2012,5,15,mar,12565,2012-05-15
2012,5,16,mier,12199,2012-05-16
2012,5,17,jue,12048,2012-05-17
2012,5,18,vie,11771,2012-05-18
2012,5,19,sab,7914,2012-05-19
2012,5,20,dom,7202,2012-05-20
2012,5,21,lun,11919,2012-05-21
2012,5,22,mar,12601,2012-05-22
2012,5,23,mier,12649,2012-05-23
2012,5,24,jue,12414,2012-05-24
2012,5,25,vie,12350,2012-05-25
2012,5,26,sab,7921,2012-05-26
2012,5,27,dom,7015,2012-05-27
2012,5,28,lun,7532,2012-05-28
2012,5,29,mar,12307,2012-05-29
2012,5,30,mier,13194,2012-05-30
2012,5,31,jue,12686,2012-05-31
2012,6,1,vie,12623,2012-06-01
2012,6,2,sab,8040,2012-06-02
2012,6,3,dom,7075,2012-06-03
2012,6,4,lun,12011,2012-06-04
2012,6,5,mar,12424,2012-06-05
2012,6,6,mier,12410,2012-06-06
2012,6,7,jue,12305,2012-06-07
2012,6,8,vie,12145,2012-06-08
2012,6,9,sab,8293,2012-06-09
2012,6,10,dom,7131,2012-06-10
2012,6,11,lun,11700,2012-06-11
2012,6,12,mar,12892,2012-06-12
2012,6,13,mier,11999,2012-06-13
2012,6,14,jue,12626,2012-06-14
2012,6,15,vie,12278,2012-06-15
2012,6,16,sab,8213,2012-06-16
2012,6,17,dom,7316,2012-06-17
2012,6,18,lun,12028,2012-06-18
2012,6,19,mar,12767,2012-06-19
2012,6,20,mier,12674,2012-06-20
2012,6,21,jue,12713,2012-06-21
2012,6,22,vie,12370,2012-06-22
2012,6,23,sab,8141,2012-06-23
2012,6,24,dom,7246,2012-06-24
2012,6,25,lun,12091,2012-06-25
2012,6,26,mar,12950,2012-06-26
2012,6,27,mier,12545,2012-06-27
2012,6,28,jue,12994,2012-06-28
2012,6,29,vie,12462,2012-06-29
2012,6,30,sab,8323,2012-06-30
2012,7,1,dom,7550,2012-07-01
2012,7,2,lun,12837,2012-07-02
2012,7,3,mar,13752,2012-07-03
2012,7,4,mier,9296,2012-07-04
2012,7,5,jue,12618,2012-07-05
2012,7,6,vie,12804,2012-07-06
2012,7,7,sab,8952,2012-07-07
2012,7,8,dom,7541,2012-07-08
2012,7,9,lun,12333,2012-07-09
2012,7,10,mar,13527,2012-07-10
2012,7,11,mier,13024,2012-07-11
2012,7,12,jue,12787,2012-07-12
2012,7,13,vie,12109,2012-07-13
2012,7,14,sab,8657,2012-07-14
2012,7,15,dom,7559,2012-07-15
2012,7,16,lun,12380,2012-07-16
2012,7,17,mar,13318,2012-07-17
2012,7,18,mier,12865,2012-07-18
2012,7,19,jue,12798,2012-07-19
2012,7,20,vie,12503,2012-07-20
2012,7,21,sab,8611,2012-07-21
2012,7,22,dom,7531,2012-07-22
2012,7,23,lun,12553,2012-07-23
2012,7,24,mar,13390,2012-07-24
2012,7,25,mier,13045,2012-07-25
2012,7,26,jue,13056,2012-07-26
2012,7,27,vie,12785,2012-07-27
2012,7,28,sab,8493,2012-07-28
2012,7,29,dom,7550,2012-07-29
2012,7,30,lun,12061,2012-07-30
2012,7,31,mar,13187,2012-07-31
2012,8,1,mier,12976,2012-08-01
2012,8,2,jue,13006,2012-08-02
2012,8,3,vie,12743,2012-08-03
2012,8,4,sab,8786,2012-08-04
2012,8,5,dom,7693,2012-08-05
2012,8,6,lun,12671,2012-08-06
2012,8,7,mar,13316,2012-08-07
2012,8,8,mier,13204,2012-08-08
2012,8,9,jue,13179,2012-08-09
2012,8,10,vie,12898,2012-08-10
2012,8,11,sab,8602,2012-08-11
2012,8,12,dom,7630,2012-08-12
2012,8,13,lun,12126,2012-08-13
2012,8,14,mar,13788,2012-08-14
2012,8,15,mier,13391,2012-08-15
2012,8,16,jue,13361,2012-08-16
2012,8,17,vie,12913,2012-08-17
2012,8,18,sab,8678,2012-08-18
2012,8,19,dom,7678,2012-08-19
2012,8,20,lun,12580,2012-08-20
2012,8,21,mar,13239,2012-08-21
2012,8,22,mier,12973,2012-08-22
2012,8,23,jue,12889,2012-08-23
2012,8,24,vie,13114,2012-08-24
2012,8,25,sab,8653,2012-08-25
2012,8,26,dom,7629,2012-08-26
2012,8,27,lun,12533,2012-08-27
2012,8,28,mar,13674,2012-08-28
2012,8,29,mier,12968,2012-08-29
2012,8,30,jue,13323,2012-08-30
2012,8,31,vie,13287,2012-08-31
2012,9,1,sab,8967,2012-09-01
2012,9,2,dom,7817,2012-09-02
2012,9,3,lun,8030,2012-09-03
2012,9,4,mar,12941,2012-09-04
2012,9,5,mier,13991,2012-09-05
2012,9,6,jue,13709,2012-09-06
2012,9,7,vie,13841,2012-09-07
2012,9,8,sab,8987,2012-09-08
2012,9,9,dom,7930,2012-09-09
2012,9,10,lun,12853,2012-09-10
2012,9,11,mar,12543,2012-09-11
2012,9,12,mier,13653,2012-09-12
2012,9,13,jue,13396,2012-09-13
2012,9,14,vie,13529,2012-09-14
2012,9,15,sab,9094,2012-09-15
2012,9,16,dom,7867,2012-09-16
2012,9,17,lun,12960,2012-09-17
2012,9,18,mar,13628,2012-09-18
2012,9,19,mier,13490,2012-09-19
2012,9,20,jue,13524,2012-09-20
2012,9,21,vie,13174,2012-09-21
2012,9,22,sab,8899,2012-09-22
2012,9,23,dom,8007,2012-09-23
2012,9,24,lun,12748,2012-09-24
2012,9,25,mar,13533,2012-09-25
2012,9,26,mier,13100,2012-09-26
2012,9,27,jue,13159,2012-09-27
2012,9,28,vie,12661,2012-09-28
2012,9,29,sab,8695,2012-09-29
2012,9,30,dom,7607,2012-09-30
2012,10,1,lun,12537,2012-10-01
2012,10,2,mar,13293,2012-10-02
2012,10,3,mier,12900,2012-10-03
2012,10,4,jue,12785,2012-10-04
2012,10,5,vie,12521,2012-10-05
2012,10,6,sab,8333,2012-10-06
2012,10,7,dom,7367,2012-10-07
2012,10,8,lun,11711,2012-10-08
2012,10,9,mar,12692,2012-10-09
2012,10,10,mier,12597,2012-10-10
2012,10,11,jue,13705,2012-10-11
2012,10,12,vie,12349,2012-10-12
2012,10,13,sab,8153,2012-10-13
2012,10,14,dom,7408,2012-10-14
2012,10,15,lun,12347,2012-10-15
2012,10,16,mar,12888,2012-10-16
2012,10,17,mier,12752,2012-10-17
2012,10,18,jue,12604,2012-10-18
2012,10,19,vie,12367,2012-10-19
2012,10,20,sab,8365,2012-10-20
2012,10,21,dom,7279,2012-10-21
2012,10,22,lun,12260,2012-10-22
2012,10,23,mar,12923,2012-10-23
2012,10,24,mier,12610,2012-10-24
2012,10,25,jue,12769,2012-10-25
2012,10,26,vie,11989,2012-10-26
2012,10,27,sab,8127,2012-10-27
2012,10,28,dom,7362,2012-10-28
2012,10,29,lun,11957,2012-10-29
2012,10,30,mar,12011,2012-10-30
2012,10,31,mier,11012,2012-10-31
2012,11,1,jue,13042,2012-11-01
2012,11,2,vie,12692,2012-11-02
2012,11,3,sab,8224,2012-11-03
2012,11,4,dom,7436,2012-11-04
2012,11,5,lun,11885,2012-11-05
2012,11,6,mar,12690,2012-11-06
2012,11,7,mier,12536,2012-11-07
2012,11,8,jue,12386,2012-11-08
2012,11,9,vie,12374,2012-11-09
2012,11,10,sab,8172,2012-11-10
2012,11,11,dom,7219,2012-11-11
2012,11,12,lun,12036,2012-11-12
2012,11,13,mar,12364,2012-11-13
2012,11,14,mier,12728,2012-11-14
2012,11,15,jue,12812,2012-11-15
2012,11,16,vie,12555,2012-11-16
2012,11,17,sab,8503,2012-11-17
2012,11,18,dom,7390,2012-11-18
2012,11,19,lun,12916,2012-11-19
2012,11,20,mar,13427,2012-11-20
2012,11,21,mier,12083,2012-11-21
2012,11,22,jue,7267,2012-11-22
2012,11,23,vie,9171,2012-11-23
2012,11,24,sab,7651,2012-11-24
2012,11,25,dom,7191,2012-11-25
2012,11,26,lun,12403,2012-11-26
2012,11,27,mar,13296,2012-11-27
2012,11,28,mier,12614,2012-11-28
2012,11,29,jue,12503,2012-11-29
2012,11,30,vie,11740,2012-11-30
2012,12,1,sab,8248,2012-12-01
2012,12,2,dom,7204,2012-12-02
2012,12,3,lun,11833,2012-12-03
2012,12,4,mar,12566,2012-12-04
2012,12,5,mier,12313,2012-12-05
2012,12,6,jue,12084,2012-12-06
2012,12,7,vie,11733,2012-12-07
2012,12,8,sab,7995,2012-12-08
2012,12,9,dom,7003,2012-12-09
2012,12,10,lun,11529,2012-12-10
2012,12,11,mar,12234,2012-12-11
2012,12,12,mier,14667,2012-12-12
2012,12,13,jue,11893,2012-12-13
2012,12,14,vie,11872,2012-12-14
2012,12,15,sab,7913,2012-12-15
2012,12,16,dom,7146,2012-12-16
2012,12,17,lun,11979,2012-12-17
2012,12,18,mar,13305,2012-12-18
2012,12,19,mier,12849,2012-12-19
2012,12,20,jue,13109,2012-12-20
2012,12,21,vie,13186,2012-12-21
2012,12,22,sab,8396,2012-12-22
2012,12,23,dom,6845,2012-12-23
2012,12,24,lun,7614,2012-12-24
2012,12,25,mar,6325,2012-12-25
2012,12,26,mier,11362,2012-12-26
2012,12,27,jue,14126,2012-12-27
2012,12,28,vie,13888,2012-12-28
2012,12,29,sab,9030,2012-12-29
2012,12,30,dom,7545,2012-12-30
2012,12,31,lun,10634,2012-12-31
2013,1,1,mar,7537,2013-01-01
2013,1,2,mier,10887,2013-01-02
2013,1,3,jue,12616,2013-01-03
2013,1,4,vie,12431,2013-01-04
2013,1,5,sab,8332,2013-01-05
2013,1,6,dom,7271,2013-01-06
2013,1,7,lun,11463,2013-01-07
2013,1,8,mar,12040,2013-01-08
2013,1,9,mier,11598,2013-01-09
2013,1,10,jue,11887,2013-01-10
2013,1,11,vie,12082,2013-01-11
2013,1,12,sab,8140,2013-01-12
2013,1,13,dom,7092,2013-01-13
2013,1,14,lun,11401,2013-01-14
2013,1,15,mar,11953,2013-01-15
2013,1,16,mier,11678,2013-01-16
2013,1,17,jue,12113,2013-01-17
2013,1,18,vie,11846,2013-01-18
2013,1,19,sab,7708,2013-01-19
2013,1,20,dom,7001,2013-01-20
2013,1,21,lun,10777,2013-01-21
2013,1,22,mar,11835,2013-01-22
2013,1,23,mier,11917,2013-01-23
2013,1,24,jue,12016,2013-01-24
2013,1,25,vie,11638,2013-01-25
2013,1,26,sab,8047,2013-01-26
2013,1,27,dom,6916,2013-01-27
2013,1,28,lun,11520,2013-01-28
2013,1,29,mar,12168,2013-01-29
2013,1,30,mier,11752,2013-01-30
2013,1,31,jue,11690,2013-01-31
2013,2,1,vie,11995,2013-02-01
2013,2,2,sab,7881,2013-02-02
2013,2,3,dom,6876,2013-02-03
2013,2,4,lun,11237,2013-02-04
2013,2,5,mar,12114,2013-02-05
2013,2,6,mier,11617,2013-02-06
2013,2,7,jue,12025,2013-02-07
2013,2,8,vie,11959,2013-02-08
2013,2,9,sab,7776,2013-02-09
2013,2,10,dom,6735,2013-02-10
2013,2,11,lun,11460,2013-02-11
2013,2,12,mar,12243,2013-02-12
2013,2,13,mier,11648,2013-02-13
2013,2,14,jue,12422,2013-02-14
2013,2,15,vie,11914,2013-02-15
2013,2,16,sab,7902,2013-02-16
2013,2,17,dom,7044,2013-02-17
2013,2,18,lun,10863,2013-02-18
2013,2,19,mar,12137,2013-02-19
2013,2,20,mier,11941,2013-02-20
2013,2,21,jue,11899,2013-02-21
2013,2,22,vie,11778,2013-02-22
2013,2,23,sab,7866,2013-02-23
2013,2,24,dom,6914,2013-02-24
2013,2,25,lun,11358,2013-02-25
2013,2,26,mar,11982,2013-02-26
2013,2,27,mier,11695,2013-02-27
2013,2,28,jue,11601,2013-02-28
2013,3,1,vie,12075,2013-03-01
2013,3,2,sab,7836,2013-03-02
2013,3,3,dom,7098,2013-03-03
2013,3,4,lun,11667,2013-03-04
2013,3,5,mar,12172,2013-03-05
2013,3,6,mier,11800,2013-03-06
2013,3,7,jue,11918,2013-03-07
2013,3,8,vie,11787,2013-03-08
2013,3,9,sab,7946,2013-03-09
2013,3,10,dom,6610,2013-03-10
2013,3,11,lun,11591,2013-03-11
2013,3,12,mar,12102,2013-03-12
2013,3,13,mier,11937,2013-03-13
2013,3,14,jue,11831,2013-03-14
2013,3,15,vie,11811,2013-03-15
2013,3,16,sab,7906,2013-03-16
2013,3,17,dom,7134,2013-03-17
2013,3,18,lun,11825,2013-03-18
2013,3,19,mar,12070,2013-03-19
2013,3,20,mier,12024,2013-03-20
2013,3,21,jue,12096,2013-03-21
2013,3,22,vie,11949,2013-03-22
2013,3,23,sab,7876,2013-03-23
2013,3,24,dom,6956,2013-03-24
2013,3,25,lun,11619,2013-03-25
2013,3,26,mar,12199,2013-03-26
2013,3,27,mier,12204,2013-03-27
2013,3,28,jue,12006,2013-03-28
2013,3,29,vie,10986,2013-03-29
2013,3,30,sab,7863,2013-03-30
2013,3,31,dom,6735,2013-03-31
2013,4,1,lun,10440,2013-04-01
2013,4,2,mar,12389,2013-04-02
2013,4,3,mier,12081,2013-04-03
2013,4,4,jue,12019,2013-04-04
2013,4,5,vie,11858,2013-04-05
2013,4,6,sab,7789,2013-04-06
2013,4,7,dom,6796,2013-04-07
2013,4,8,lun,11423,2013-04-08
2013,4,9,mar,12074,2013-04-09
2013,4,10,mier,11759,2013-04-10
2013,4,11,jue,11765,2013-04-11
2013,4,12,vie,11494,2013-04-12
2013,4,13,sab,7643,2013-04-13
2013,4,14,dom,6898,2013-04-14
2013,4,15,lun,11318,2013-04-15
2013,4,16,mar,12168,2013-04-16
2013,4,17,mier,11765,2013-04-17
2013,4,18,jue,11665,2013-04-18
2013,4,19,vie,11511,2013-04-19
2013,4,20,sab,7718,2013-04-20
2013,4,21,dom,6722,2013-04-21
2013,4,22,lun,11410,2013-04-22
2013,4,23,mar,11956,2013-04-23
2013,4,24,mier,11537,2013-04-24
2013,4,25,jue,11620,2013-04-25
2013,4,26,vie,11442,2013-04-26
2013,4,27,sab,7651,2013-04-27
2013,4,28,dom,6852,2013-04-28
2013,4,29,lun,11259,2013-04-29
2013,4,30,mar,11825,2013-04-30
2013,5,1,mier,11948,2013-05-01
2013,5,2,jue,11787,2013-05-02
2013,5,3,vie,11805,2013-05-03
2013,5,4,sab,7714,2013-05-04
2013,5,5,dom,6609,2013-05-05
2013,5,6,lun,11316,2013-05-06
2013,5,7,mar,12275,2013-05-07
2013,5,8,mier,11867,2013-05-08
2013,5,9,jue,11628,2013-05-09
2013,5,10,vie,11813,2013-05-10
2013,5,11,sab,7727,2013-05-11
2013,5,12,dom,7060,2013-05-12
2013,5,13,lun,11289,2013-05-13
2013,5,14,mar,12345,2013-05-14
2013,5,15,mier,12184,2013-05-15
2013,5,16,jue,12145,2013-05-16
2013,5,17,vie,11945,2013-05-17
2013,5,18,sab,7764,2013-05-18
2013,5,19,dom,7049,2013-05-19
2013,5,20,lun,11968,2013-05-20
2013,5,21,mar,12685,2013-05-21
2013,5,22,mier,12366,2013-05-22
2013,5,23,jue,12523,2013-05-23
2013,5,24,vie,12265,2013-05-24
2013,5,25,sab,8156,2013-05-25
2013,5,26,dom,6880,2013-05-26
2013,5,27,lun,7351,2013-05-27
2013,5,28,mar,12462,2013-05-28
2013,5,29,mier,13062,2013-05-29
2013,5,30,jue,12798,2013-05-30
2013,5,31,vie,12082,2013-05-31
2013,6,1,sab,8320,2013-06-01
2013,6,2,dom,7015,2013-06-02
2013,6,3,lun,11718,2013-06-03
2013,6,4,mar,12315,2013-06-04
2013,6,5,mier,12343,2013-06-05
2013,6,6,jue,11935,2013-06-06
2013,6,7,vie,12203,2013-06-07
2013,6,8,sab,8184,2013-06-08
2013,6,9,dom,7306,2013-06-09
2013,6,10,lun,11852,2013-06-10
2013,6,11,mar,12304,2013-06-11
2013,6,12,mier,11924,2013-06-12
2013,6,13,jue,12096,2013-06-13
2013,6,14,vie,12046,2013-06-14
2013,6,15,sab,8235,2013-06-15
2013,6,16,dom,7267,2013-06-16
2013,6,17,lun,12166,2013-06-17
2013,6,18,mar,12754,2013-06-18
2013,6,19,mier,12217,2013-06-19
2013,6,20,jue,12417,2013-06-20
2013,6,21,vie,12175,2013-06-21
2013,6,22,sab,8301,2013-06-22
2013,6,23,dom,7435,2013-06-23
2013,6,24,lun,12033,2013-06-24
2013,6,25,mar,12819,2013-06-25
2013,6,26,mier,12526,2013-06-26
2013,6,27,jue,12733,2013-06-27
2013,6,28,vie,12585,2013-06-28
2013,6,29,sab,8325,2013-06-29
2013,6,30,dom,7319,2013-06-30
2013,7,1,lun,12558,2013-07-01
2013,7,2,mar,13437,2013-07-02
2013,7,3,mier,13247,2013-07-03
2013,7,4,jue,8883,2013-07-04
2013,7,5,vie,11318,2013-07-05
2013,7,6,sab,8420,2013-07-06
2013,7,7,dom,7454,2013-07-07
2013,7,8,lun,12493,2013-07-08
2013,7,9,mar,13408,2013-07-09
2013,7,10,mier,12915,2013-07-10
2013,7,11,jue,12806,2013-07-11
2013,7,12,vie,12535,2013-07-12
2013,7,13,sab,8485,2013-07-13
2013,7,14,dom,7536,2013-07-14
2013,7,15,lun,12506,2013-07-15
2013,7,16,mar,13083,2013-07-16
2013,7,17,mier,12912,2013-07-17
2013,7,18,jue,12824,2013-07-18
2013,7,19,vie,12528,2013-07-19
2013,7,20,sab,8389,2013-07-20
2013,7,21,dom,7564,2013-07-21
2013,7,22,lun,12544,2013-07-22
2013,7,23,mar,13316,2013-07-23
2013,7,24,mier,12804,2013-07-24
2013,7,25,jue,12860,2013-07-25
2013,7,26,vie,12249,2013-07-26
2013,7,27,sab,8328,2013-07-27
2013,7,28,dom,7492,2013-07-28
2013,7,29,lun,12096,2013-07-29
2013,7,30,mar,12880,2013-07-30
2013,7,31,mier,12625,2013-07-31
2013,8,1,jue,12971,2013-08-01
2013,8,2,vie,12561,2013-08-02
2013,8,3,sab,8539,2013-08-03
2013,8,4,dom,7600,2013-08-04
2013,8,5,lun,12434,2013-08-05
2013,8,6,mar,13055,2013-08-06
2013,8,7,mier,13109,2013-08-07
2013,8,8,jue,13207,2013-08-08
2013,8,9,vie,12756,2013-08-09
2013,8,10,sab,8777,2013-08-10
2013,8,11,dom,7797,2013-08-11
2013,8,12,lun,12391,2013-08-12
2013,8,13,mar,12975,2013-08-13
2013,8,14,mier,13049,2013-08-14
2013,8,15,jue,13101,2013-08-15
2013,8,16,vie,12702,2013-08-16
2013,8,17,sab,8747,2013-08-17
2013,8,18,dom,7612,2013-08-18
2013,8,19,lun,12426,2013-08-19
2013,8,20,mar,13051,2013-08-20
2013,8,21,mier,12903,2013-08-21
2013,8,22,jue,12873,2013-08-22
2013,8,23,vie,12805,2013-08-23
2013,8,24,sab,8801,2013-08-24
2013,8,25,dom,7638,2013-08-25
2013,8,26,lun,12293,2013-08-26
2013,8,27,mar,13131,2013-08-27
2013,8,28,mier,13129,2013-08-28
2013,8,29,jue,12873,2013-08-29
2013,8,30,vie,12814,2013-08-30
2013,8,31,sab,8759,2013-08-31
2013,9,1,dom,7620,2013-09-01
2013,9,2,lun,7896,2013-09-02
2013,9,3,mar,12910,2013-09-03
2013,9,4,mier,13680,2013-09-04
2013,9,5,jue,13337,2013-09-05
2013,9,6,vie,12876,2013-09-06
2013,9,7,sab,8800,2013-09-07
2013,9,8,dom,7737,2013-09-08
2013,9,9,lun,12653,2013-09-09
2013,9,10,mar,13440,2013-09-10
2013,9,11,mier,12074,2013-09-11
2013,9,12,jue,13460,2013-09-12
2013,9,13,vie,12669,2013-09-13
2013,9,14,sab,8795,2013-09-14
2013,9,15,dom,7865,2013-09-15
2013,9,16,lun,12842,2013-09-16
2013,9,17,mar,13542,2013-09-17
