año,mes,día,día_semana,nacimientos,fecha
2009,11,22,dom,7230,2009-11-22
2009,11,23,lun,13125,2009-11-23
2009,11,24,mar,13907,2009-11-24
2009,11,25,mier,11986,2009-11-25
2009,11,26,jue,6864,2009-11-26
2009,11,27,vie,8750,2009-11-27
2009,11,28,sab,7604,2009-11-28
2009,11,29,dom,7169,2009-11-29
2009,11,30,lun,12542,2009-11-30
2009,12,1,mar,13900,2009-12-01
2009,12,2,mier,13267,2009-12-02
2009,12,3,jue,12952,2009-12-03
2009,12,4,vie,12131,2009-12-04
2009,12,5,sab,7855,2009-12-05
2009,12,6,dom,7103,2009-12-06
2009,12,7,lun,11732,2009-12-07
2009,12,8,mar,12823,2009-12-08
2009,12,9,mier,12497,2009-12-09
2009,12,10,jue,12299,2009-12-10
2009,12,11,vie,11834,2009-12-11
2009,12,12,sab,8082,2009-12-12
2009,12,13,dom,7027,2009-12-13
2009,12,14,lun,12254,2009-12-14
2009,12,15,mar,13347,2009-12-15
2009,12,16,mier,12961,2009-12-16
2009,12,17,jue,13425,2009-12-17
2009,12,18,vie,13478,2009-12-18
2009,12,19,sab,8436,2009-12-19
2009,12,20,dom,7225,2009-12-20
2009,12,21,lun,13512,2009-12-21
2009,12,22,mar,14102,2009-12-22
2009,12,23,mier,11819,2009-12-23
2009,12,24,jue,8441,2009-12-24
2009,12,25,vie,6160,2009-12-25
2009,12,26,sab,7172,2009-12-26
2009,12,27,dom,7480,2009-12-27
2009,12,28,lun,13354,2009-12-28
2009,12,29,mar,14600,2009-12-29
2009,12,30,mier,13829,2009-12-30
2009,12,31,jue,11667,2009-12-31
2010,1,1,vie,7871,2010-01-01
2010,1,2,sab,6990,2010-01-02
2010,1,3,dom,6988,2010-01-03
2010,1,4,lun,11844,2010-01-04
2010,1,5,mar,12995,2010-01-05
2010,1,6,mier,12520,2010-01-06
2010,1,7,jue,12541,2010-01-07
2010,1,8,vie,12183,2010-01-08
2010,1,9,sab,7809,2010-01-09
2010,1,10,dom,6963,2010-01-10
2010,1,11,lun,11892,2010-01-11
2010,1,12,mar,12921,2010-01-12
2010,1,13,mier,12307,2010-01-13
2010,1,14,jue,12543,2010-01-14
2010,1,15,vie,12278,2010-01-15
2010,1,16,sab,8032,2010-01-16
2010,1,17,dom,7131,2010-01-17
2010,1,18,lun,11220,2010-01-18
2010,1,19,mar,12510,2010-01-19
2010,1,20,mier,12514,2010-01-20
2010,1,21,jue,12762,2010-01-21
2010,1,22,vie,12364,2010-01-22
2010,1,23,sab,7996,2010-01-23
2010,1,24,dom,7014,2010-01-24
2010,1,25,lun,11623,2010-01-25
2010,1,26,mar,12821,2010-01-26
2010,1,27,mier,12441,2010-01-27
2010,1,28,jue,12342,2010-01-28
2010,1,29,vie,11838,2010-01-29
2010,1,30,sab,8035,2010-01-30
2010,1,31,dom,6832,2010-01-31
2010,2,1,lun,11445,2010-02-01
2010,2,2,mar,12831,2010-02-02
2010,2,3,mier,12453,2010-02-03
2010,2,4,jue,12369,2010-02-04
2010,2,5,vie,12362,2010-02-05
2010,2,6,sab,7948,2010-02-06
2010,2,7,dom,6893,2010-02-07
2010,2,8,lun,11912,2010-02-08
2010,2,9,mar,12747,2010-02-09
2010,2,10,mier,12535,2010-02-10
2010,2,11,jue,12389,2010-02-11
2010,2,12,vie,12281,2010-02-12
2010,2,13,sab,7947,2010-02-13
2010,2,14,dom,7167,2010-02-14
2010,2,15,lun,11156,2010-02-15
2010,2,16,mar,12363,2010-02-16
2010,2,17,mier,12734,2010-02-17
2010,2,18,jue,12764,2010-02-18
2010,2,19,vie,12401,2010-02-19
2010,2,20,sab,8201,2010-02-20
2010,2,21,dom,7211,2010-02-21
2010,2,22,lun,11996,2010-02-22
2010,2,23,mar,12628,2010-02-23
2010,2,24,mier,12438,2010-02-24
2010,2,25,jue,12449,2010-02-25
2010,2,26,vie,12046,2010-02-26
2010,2,27,sab,7832,2010-02-27
2010,2,28,dom,6895,2010-02-28
2010,3,1,lun,11984,2010-03-01
2010,3,2,mar,12868,2010-03-02
2010,3,3,mier,12525,2010-03-03
2010,3,4,jue,12549,2010-03-04
2010,3,5,vie,12272,2010-03-05
2010,3,6,sab,7832,2010-03-06
2010,3,7,dom,6887,2010-03-07
2010,3,8,lun,11514,2010-03-08
2010,3,9,mar,12839,2010-03-09
2010,3,10,mier,12740,2010-03-10
2010,3,11,jue,12481,2010-03-11
2010,3,12,vie,12347,2010-03-12
2010,3,13,sab,7893,2010-03-13
2010,3,14,dom,6808,2010-03-14
2010,3,15,lun,11548,2010-03-15
2010,3,16,mar,12700,2010-03-16
2010,3,17,mier,12781,2010-03-17
2010,3,18,jue,12054,2010-03-18
2010,3,19,vie,12119,2010-03-19
2010,3,20,sab,8005,2010-03-20
2010,3,21,dom,6992,2010-03-21
2010,3,22,lun,11657,2010-03-22
2010,3,23,mar,12752,2010-03-23
2010,3,24,mier,12473,2010-03-24
2010,3,25,jue,12591,2010-03-25
2010,3,26,vie,12088,2010-03-26
2010,3,27,sab,7995,2010-03-27
2010,3,28,dom,6922,2010-03-28
2010,3,29,lun,11745,2010-03-29
2010,3,30,mar,12868,2010-03-30
2010,3,31,mier,12619,2010-03-31
2010,4,1,jue,11994,2010-04-01
2010,4,2,vie,11666,2010-04-02
2010,4,3,sab,7854,2010-04-03
2010,4,4,dom,6721,2010-04-04
2010,4,5,lun,11571,2010-04-05
2010,4,6,mar,12888,2010-04-06
2010,4,7,mier,12228,2010-04-07
2010,4,8,jue,12312,2010-04-08
2010,4,9,vie,11988,2010-04-09
2010,4,10,sab,7844,2010-04-10
2010,4,11,dom,6907,2010-04-11
2010,4,12,lun,11964,2010-04-12
2010,4,13,mar,12549,2010-04-13
2010,4,14,mier,12708,2010-04-14
2010,4,15,jue,12614,2010-04-15
2010,4,16,vie,12136,2010-04-16
2010,4,17,sab,7878,2010-04-17
2010,4,18,dom,6978,2010-04-18
2010,4,19,lun,11845,2010-04-19
2010,4,20,mar,13010,2010-04-20
2010,4,21,mier,12594,2010-04-21
2010,4,22,jue,12485,2010-04-22
2010,4,23,vie,12095,2010-04-23
2010,4,24,sab,7964,2010-04-24
2010,4,25,dom,6965,2010-04-25
2010,4,26,lun,12034,2010-04-26
2010,4,27,mar,12619,2010-04-27
2010,4,28,mier,12500,2010-04-28
2010,4,29,jue,12374,2010-04-29
2010,4,30,vie,11852,2010-04-30
2010,5,1,sab,7911,2010-05-01
2010,5,2,dom,6922,2010-05-02
2010,5,3,lun,11995,2010-05-03
2010,5,4,mar,12770,2010-05-04
2010,5,5,mier,12801,2010-05-05
2010,5,6,jue,12410,2010-05-06
2010,5,7,vie,11914,2010-05-07
2010,5,8,sab,7877,2010-05-08
2010,5,9,dom,6823,2010-05-09
2010,5,10,lun,12286,2010-05-10
2010,5,11,mar,12845,2010-05-11
2010,5,12,mier,12637,2010-05-12
2010,5,13,jue,12246,2010-05-13
2010,5,14,vie,12337,2010-05-14
2010,5,15,sab,7963,2010-05-15
2010,5,16,dom,7022,2010-05-16
2010,5,17,lun,11953,2010-05-17
2010,5,18,mar,12854,2010-05-18
2010,5,19,mier,12411,2010-05-19
2010,5,20,jue,12559,2010-05-20
2010,5,21,vie,12302,2010-05-21
2010,5,22,sab,8093,2010-05-22
2010,5,23,dom,7094,2010-05-23
2010,5,24,lun,11893,2010-05-24
2010,5,25,mar,13421,2010-05-25
2010,5,26,mier,12972,2010-05-26
2010,5,27,jue,13115,2010-05-27
2010,5,28,vie,12519,2010-05-28
2010,5,29,sab,8159,2010-05-29
2010,5,30,dom,7111,2010-05-30
2010,5,31,lun,7436,2010-05-31
2010,6,1,mar,12591,2010-06-01
2010,6,2,mier,13812,2010-06-02
2010,6,3,jue,13150,2010-06-03
2010,6,4,vie,12640,2010-06-04
2010,6,5,sab,8260,2010-06-05
2010,6,6,dom,7374,2010-06-06
2010,6,7,lun,11924,2010-06-07
2010,6,8,mar,12874,2010-06-08
2010,6,9,mier,12419,2010-06-09
2010,6,10,jue,12824,2010-06-10
2010,6,11,vie,11965,2010-06-11
2010,6,12,sab,8011,2010-06-12
2010,6,13,dom,6963,2010-06-13
2010,6,14,lun,11929,2010-06-14
2010,6,15,mar,12805,2010-06-15
2010,6,16,mier,12654,2010-06-16
2010,6,17,jue,12836,2010-06-17
2010,6,18,vie,12331,2010-06-18
2010,6,19,sab,8085,2010-06-19
2010,6,20,dom,7164,2010-06-20
2010,6,21,lun,11922,2010-06-21
2010,6,22,mar,12838,2010-06-22
2010,6,23,mier,12878,2010-06-23
2010,6,24,jue,12671,2010-06-24
2010,6,25,vie,12552,2010-06-25
2010,6,26,sab,8294,2010-06-26
2010,6,27,dom,7234,2010-06-27
2010,6,28,lun,12157,2010-06-28
2010,6,29,mar,13042,2010-06-29
2010,6,30,mier,12767,2010-06-30
2010,7,1,jue,13181,2010-07-01
2010,7,2,vie,12486,2010-07-02
2010,7,3,sab,7932,2010-07-03
2010,7,4,dom,7279,2010-07-04
2010,7,5,lun,8444,2010-07-05
2010,7,6,mar,12772,2010-07-06
2010,7,7,mier,13940,2010-07-07
2010,7,8,jue,13421,2010-07-08
2010,7,9,vie,12843,2010-07-09
2010,7,10,sab,8485,2010-07-10
2010,7,11,dom,7382,2010-07-11
2010,7,12,lun,12408,2010-07-12
2010,7,13,mar,12697,2010-07-13
2010,7,14,mier,13031,2010-07-14
2010,7,15,jue,13118,2010-07-15
2010,7,16,vie,12888,2010-07-16
2010,7,17,sab,8370,2010-07-17
2010,7,18,dom,7352,2010-07-18
2010,7,19,lun,11865,2010-07-19
2010,7,20,mar,13291,2010-07-20
2010,7,21,mier,13158,2010-07-21
2010,7,22,jue,12939,2010-07-22
2010,7,23,vie,12542,2010-07-23
2010,7,24,sab,8396,2010-07-24
2010,7,25,dom,7392,2010-07-25
2010,7,26,lun,12262,2010-07-26
2010,7,27,mar,13264,2010-07-27
2010,7,28,mier,12877,2010-07-28
2010,7,29,jue,12952,2010-07-29
2010,7,30,vie,12320,2010-07-30
2010,7,31,sab,8361,2010-07-31
2010,8,1,dom,7370,2010-08-01
2010,8,2,lun,12092,2010-08-02
2010,8,3,mar,13136,2010-08-03
2010,8,4,mier,12911,2010-08-04
2010,8,5,jue,12929,2010-08-05
2010,8,6,vie,12556,2010-08-06
2010,8,7,sab,8516,2010-08-07
2010,8,8,dom,7361,2010-08-08
2010,8,9,lun,12923,2010-08-09
2010,8,10,mar,13514,2010-08-10
2010,8,11,mier,13084,2010-08-11
2010,8,12,jue,13365,2010-08-12
2010,8,13,vie,12092,2010-08-13
2010,8,14,sab,8445,2010-08-14
2010,8,15,dom,7352,2010-08-15
2010,8,16,lun,12409,2010-08-16
2010,8,17,mar,13286,2010-08-17
2010,8,18,mier,13102,2010-08-18
2010,8,19,jue,12964,2010-08-19
2010,8,20,vie,12910,2010-08-20
2010,8,21,sab,8404,2010-08-21
2010,8,22,dom,7461,2010-08-22
2010,8,23,lun,12195,2010-08-23
2010,8,24,mar,13226,2010-08-24
2010,8,25,mier,13328,2010-08-25
2010,8,26,jue,13008,2010-08-26
2010,8,27,vie,12966,2010-08-27
2010,8,28,sab,8553,2010-08-28
2010,8,29,dom,7496,2010-08-29
2010,8,30,lun,12246,2010-08-30
2010,8,31,mar,13527,2010-08-31
2010,9,1,mier,13409,2010-09-01
2010,9,2,jue,13420,2010-09-02
2010,9,3,vie,13047,2010-09-03
2010,9,4,sab,8414,2010-09-04
2010,9,5,dom,7586,2010-09-05
2010,9,6,lun,7815,2010-09-06
2010,9,7,mar,13033,2010-09-07
2010,9,8,mier,14239,2010-09-08
2010,9,9,jue,14135,2010-09-09
2010,9,10,vie,13641,2010-09-10
2010,9,11,sab,8775,2010-09-11
2010,9,12,dom,7749,2010-09-12
2010,9,13,lun,12559,2010-09-13
2010,9,14,mar,13949,2010-09-14
2010,9,15,mier,13893,2010-09-15
2010,9,16,jue,13964,2010-09-16
2010,9,17,vie,13605,2010-09-17
2010,9,18,sab,8979,2010-09-18
2010,9,19,dom,7899,2010-09-19
2010,9,20,lun,12992,2010-09-20
2010,9,21,mar,13919,2010-09-21
2010,9,22,mier,13640,2010-09-22
2010,9,23,jue,13717,2010-09-23
2010,9,24,vie,13280,2010-09-24
2010,9,25,sab,8780,2010-09-25
2010,9,26,dom,7543,2010-09-26
2010,9,27,lun,12652,2010-09-27
2010,9,28,mar,13208,2010-09-28
2010,9,29,mier,13080,2010-09-29
2010,9,30,jue,12965,2010-09-30
2010,10,1,vie,13141,2010-10-01
2010,10,2,sab,8412,2010-10-02
2010,10,3,dom,7380,2010-10-03
2010,10,4,lun,12326,2010-10-04
2010,10,5,mar,13146,2010-10-05
2010,10,6,mier,12691,2010-10-06
2010,10,7,jue,12889,2010-10-07
2010,10,8,vie,12536,2010-10-08
2010,10,9,sab,8194,2010-10-09
2010,10,10,dom,8490,2010-10-10
2010,10,11,lun,12134,2010-10-11
2010,10,12,mar,12913,2010-10-12
2010,10,13,mier,12358,2010-10-13
2010,10,14,jue,12668,2010-10-14
2010,10,15,vie,12507,2010-10-15
2010,10,16,sab,8081,2010-10-16
2010,10,17,dom,7181,2010-10-17
2010,10,18,lun,11888,2010-10-18
2010,10,19,mar,12693,2010-10-19
2010,10,20,mier,12838,2010-10-20
2010,10,21,jue,12747,2010-10-21
2010,10,22,vie,12235,2010-10-22
2010,10,23,sab,8033,2010-10-23
2010,10,24,dom,7242,2010-10-24
2010,10,25,lun,12190,2010-10-25
2010,10,26,mar,13176,2010-10-26
2010,10,27,mier,12700,2010-10-27
2010,10,28,jue,12408,2010-10-28
2010,10,29,vie,11679,2010-10-29
2010,10,30,sab,7996,2010-10-30
2010,10,31,dom,6895,2010-10-31
2010,11,1,lun,12044,2010-11-01
2010,11,2,mar,13035,2010-11-02
2010,11,3,mier,12608,2010-11-03
2010,11,4,jue,12821,2010-11-04
2010,11,5,vie,12495,2010-11-05
2010,11,6,sab,8126,2010-11-06
2010,11,7,dom,7251,2010-11-07
2010,11,8,lun,12023,2010-11-08
2010,11,9,mar,12889,2010-11-09
2010,11,10,mier,12671,2010-11-10
2010,11,11,jue,12773,2010-11-11
2010,11,12,vie,12090,2010-11-12
2010,11,13,sab,8115,2010-11-13
2010,11,14,dom,7120,2010-11-14
2010,11,15,lun,12163,2010-11-15
2010,11,16,mar,13205,2010-11-16
2010,11,17,mier,12710,2010-11-17
2010,11,18,jue,13025,2010-11-18
2010,11,19,vie,12634,2010-11-19
2010,11,20,sab,8511,2010-11-20
2010,11,21,dom,7285,2010-11-21
2010,11,22,lun,13195,2010-11-22
2010,11,23,mar,13762,2010-11-23
2010,11,24,mier,11964,2010-11-24
2010,11,25,jue,7162,2010-11-25
2010,11,26,vie,8689,2010-11-26
2010,11,27,sab,7526,2010-11-27
2010,11,28,dom,7217,2010-11-28
2010,11,29,lun,12430,2010-11-29
2010,11,30,mar,13445,2010-11-30
2010,12,1,mier,13107,2010-12-01
2010,12,2,jue,12982,2010-12-02
2010,12,3,vie,12288,2010-12-03
2010,12,4,sab,7881,2010-12-04
2010,12,5,dom,7122,2010-12-05
2010,12,6,lun,11749,2010-12-06
2010,12,7,mar,12833,2010-12-07
2010,12,8,mier,12462,2010-12-08
2010,12,9,jue,12364,2010-12-09
2010,12,10,vie,12351,2010-12-10
2010,12,11,sab,8142,2010-12-11
2010,12,12,dom,7134,2010-12-12
2010,12,13,lun,11721,2010-12-13
2010,12,14,mar,12981,2010-12-14
2010,12,15,mier,12962,2010-12-15
2010,12,16,jue,12975,2010-12-16
2010,12,17,vie,12829,2010-12-17
2010,12,18,sab,8470,2010-12-18
2010,12,19,dom,7257,2010-12-19
2010,12,20,lun,13280,2010-12-20
2010,12,21,mar,14255,2010-12-21
2010,12,22,mier,13029,2010-12-22
2010,12,23,jue,11237,2010-12-23
2010,12,24,vie,7532,2010-12-24
2010,12,25,sab,6159,2010-12-25
2010,12,26,dom,6796,2010-12-26
2010,12,27,lun,12231,2010-12-27
2010,12,28,mar,13654,2010-12-28
2010,12,29,mier,13441,2010-12-29
2010,12,30,jue,13272,2010-12-30
2010,12,31,vie,9751,2010-12-31
2011,1,1,sab,7254,2011-01-01
2011,1,2,dom,6540,2011-01-02
2011,1,3,lun,11143,2011-01-03
2011,1,4,mar,12599,2011-01-04
2011,1,5,mier,11933,2011-01-05
2011,1,6,jue,12143,2011-01-06
2011,1,7,vie,12044,2011-01-07
2011,1,8,sab,7840,2011-01-08
2011,1,9,dom,6933,2011-01-09
2011,1,10,lun,11093,2011-01-10
2011,1,11,mar,13222,2011-01-11
2011,1,12,mier,11950,2011-01-12
2011,1,13,jue,11813,2011-01-13
2011,1,14,vie,12114,2011-01-14
2011,1,15,sab,7810,2011-01-15
2011,1,16,dom,7046,2011-01-16
2011,1,17,lun,10969,2011-01-17
2011,1,18,mar,12298,2011-01-18
2011,1,19,mier,12271,2011-01-19
2011,1,20,jue,12382,2011-01-20
2011,1,21,vie,12035,2011-01-21
2011,1,22,sab,7895,2011-01-22
2011,1,23,dom,7005,2011-01-23
2011,1,24,lun,11616,2011-01-24
2011,1,25,mar,12692,2011-01-25
2011,1,26,mier,12174,2011-01-26
2011,1,27,jue,12026,2011-01-27
2011,1,28,vie,11814,2011-01-28
2011,1,29,sab,7808,2011-01-29
2011,1,30,dom,6888,2011-01-30
2011,1,31,lun,11495,2011-01-31
2011,2,1,mar,12498,2011-02-01
2011,2,2,mier,11954,2011-02-02
2011,2,3,jue,11917,2011-02-03
2011,2,4,vie,11962,2011-02-04
2011,2,5,sab,8070,2011-02-05
2011,2,6,dom,7109,2011-02-06
2011,2,7,lun,11873,2011-02-07
2011,2,8,mar,12764,2011-02-08
2011,2,9,mier,11880,2011-02-09
2011,2,10,jue,12078,2011-02-10
2011,2,11,vie,12029,2011-02-11
2011,2,12,sab,8086,2011-02-12
2011,2,13,dom,6853,2011-02-13
2011,2,14,lun,12111,2011-02-14
2011,2,15,mar,12863,2011-02-15
2011,2,16,mier,12396,2011-02-16
2011,2,17,jue,12399,2011-02-17
2011,2,18,vie,12328,2011-02-18
2011,2,19,sab,7969,2011-02-19
2011,2,20,dom,7056,2011-02-20
2011,2,21,lun,10757,2011-02-21
2011,2,22,mar,12601,2011-02-22
2011,2,23,mier,12232,2011-02-23
2011,2,24,jue,12129,2011-02-24
2011,2,25,vie,11945,2011-02-25
2011,2,26,sab,7919,2011-02-26
2011,2,27,dom,6989,2011-02-27
2011,2,28,lun,11160,2011-02-28
2011,3,1,mar,12530,2011-03-01
2011,3,2,mier,12149,2011-03-02
2011,3,3,jue,12172,2011-03-03
2011,3,4,vie,11842,2011-03-04
2011,3,5,sab,7825,2011-03-05
2011,3,6,dom,6950,2011-03-06
2011,3,7,lun,11490,2011-03-07
2011,3,8,mar,12254,2011-03-08
2011,3,9,mier,12119,2011-03-09
2011,3,10,jue,11921,2011-03-10
2011,3,11,vie,11989,2011-03-11
2011,3,12,sab,7897,2011-03-12
2011,3,13,dom,6557,2011-03-13
2011,3,14,lun,11275,2011-03-14
2011,3,15,mar,12191,2011-03-15
2011,3,16,mier,11880,2011-03-16
2011,3,17,jue,12192,2011-03-17
2011,3,18,vie,11682,2011-03-18
2011,3,19,sab,7786,2011-03-19
2011,3,20,dom,7024,2011-03-20
2011,3,21,lun,11794,2011-03-21
2011,3,22,mar,12462,2011-03-22
2011,3,23,mier,12050,2011-03-23
2011,3,24,jue,12062,2011-03-24
2011,3,25,vie,11854,2011-03-25
2011,3,26,sab,7658,2011-03-26
2011,3,27,dom,6871,2011-03-27
2011,3,28,lun,11489,2011-03-28
2011,3,29,mar,12279,2011-03-29
2011,3,30,mier,12022,2011-03-30
2011,3,31,jue,12173,2011-03-31
2011,4,1,vie,11264,2011-04-01
2011,4,2,sab,8102,2011-04-02
2011,4,3,dom,7028,2011-04-03
2011,4,4,lun,11772,2011-04-04
2011,4,5,mar,12387,2011-04-05
2011,4,6,mier,11858,2011-04-06
2011,4,7,jue,12330,2011-04-07
2011,4,8,vie,11904,2011-04-08
2011,4,9,sab,7840,2011-04-09
2011,4,10,dom,6861,2011-04-10
2011,4,11,lun,11711,2011-04-11
2011,4,12,mar,12320,2011-04-12
2011,4,13,mier,11671,2011-04-13
2011,4,14,jue,12349,2011-04-14
2011,4,15,vie,11964,2011-04-15
2011,4,16,sab,7683,2011-04-16
2011,4,17,dom,6939,2011-04-17
2011,4,18,lun,11681,2011-04-18
2011,4,19,mar,12564,2011-04-19
2011,4,20,mier,12216,2011-04-20
2011,4,21,jue,12276,2011-04-21
2011,4,22,vie,11113,2011-04-22
2011,4,23,sab,7524,2011-04-23
2011,4,24,dom,6570,2011-04-24
2011,4,25,lun,11427,2011-04-25
2011,4,26,mar,12563,2011-04-26
2011,4,27,mier,12007,2011-04-27
2011,4,28,jue,12180,2011-04-28
2011,4,29,vie,11456,2011-04-29
2011,4,30,sab,7665,2011-04-30
2011,5,1,dom,6926,2011-05-01
2011,5,2,lun,11595,2011-05-02
2011,5,3,mar,12299,2011-05-03
2011,5,4,mier,11984,2011-05-04
2011,5,5,jue,12055,2011-05-05
2011,5,6,vie,11824,2011-05-06
2011,5,7,sab,7919,2011-05-07
2011,5,8,dom,6972,2011-05-08
2011,5,9,lun,11511,2011-05-09
2011,5,10,mar,12578,2011-05-10
2011,5,11,mier,12464,2011-05-11
2011,5,12,jue,12203,2011-05-12
2011,5,13,vie,11125,2011-05-13
2011,5,14,sab,7854,2011-05-14
2011,5,15,dom,7061,2011-05-15
2011,5,16,lun,11899,2011-05-16
2011,5,17,mar,12819,2011-05-17
2011,5,18,mier,12387,2011-05-18
2011,5,19,jue,12222,2011-05-19
2011,5,20,vie,12011,2011-05-20
2011,5,21,sab,7934,2011-05-21
2011,5,22,dom,7257,2011-05-22
2011,5,23,lun,11896,2011-05-23
2011,5,24,mar,12851,2011-05-24
2011,5,25,mier,12715,2011-05-25
2011,5,26,jue,12822,2011-05-26
2011,5,27,vie,12379,2011-05-27
2011,5,28,sab,8276,2011-05-28
2011,5,29,dom,7145,2011-05-29
2011,5,30,lun,7492,2011-05-30
2011,5,31,mar,12192,2011-05-31
2011,6,1,mier,13446,2011-06-01
2011,6,2,jue,13258,2011-06-02
2011,6,3,vie,12680,2011-06-03
2011,6,4,sab,8398,2011-06-04
2011,6,5,dom,7261,2011-06-05
2011,6,6,lun,11934,2011-06-06
2011,6,7,mar,12629,2011-06-07
2011,6,8,mier,12660,2011-06-08
2011,6,9,jue,12471,2011-06-09
2011,6,10,vie,12279,2011-06-10
2011,6,11,sab,8091,2011-06-11
2011,6,12,dom,7314,2011-06-12
2011,6,13,lun,11744,2011-06-13
2011,6,14,mar,12841,2011-06-14
2011,6,15,mier,12681,2011-06-15
2011,6,16,jue,12990,2011-06-16
2011,6,17,vie,12463,2011-06-17
2011,6,18,sab,8498,2011-06-18
2011,6,19,dom,7344,2011-06-19
2011,6,20,lun,12045,2011-06-20
2011,6,21,mar,13143,2011-06-21
2011,6,22,mier,13017,2011-06-22
2011,6,23,jue,12681,2011-06-23
2011,6,24,vie,12504,2011-06-24
2011,6,25,sab,8351,2011-06-25
2011,6,26,dom,7140,2011-06-26
2011,6,27,lun,12344,2011-06-27
2011,6,28,mar,13234,2011-06-28
2011,6,29,mier,13002,2011-06-29
2011,6,30,jue,13194,2011-06-30
2011,7,1,vie,13392,2011-07-01
2011,7,2,sab,8510,2011-07-02
2011,7,3,dom,7489,2011-07-03
2011,7,4,lun,7541,2011-07-04
2011,7,5,mar,12751,2011-07-05
2011,7,6,mier,13950,2011-07-06
2011,7,7,jue,14200,2011-07-07
2011,7,8,vie,13363,2011-07-08
2011,7,9,sab,8845,2011-07-09
2011,7,10,dom,7635,2011-07-10
2011,7,11,lun,12617,2011-07-11
2011,7,12,mar,13392,2011-07-12
2011,7,13,mier,12900,2011-07-13
2011,7,14,jue,13278,2011-07-14
2011,7,15,vie,13097,2011-07-15
2011,7,16,sab,8534,2011-07-16
2011,7,17,dom,7637,2011-07-17
2011,7,18,lun,12414,2011-07-18
2011,7,19,mar,13156,2011-07-19
2011,7,20,mier,13219,2011-07-20
2011,7,21,jue,13262,2011-07-21
2011,7,22,vie,12777,2011-07-22
2011,7,23,sab,8671,2011-07-23
2011,7,24,dom,7351,2011-07-24
2011,7,25,lun,12126,2011-07-25
2011,7,26,mar,13270,2011-07-26
2011,7,27,mier,13023,2011-07-27
2011,7,28,jue,13152,2011-07-28
2011,7,29,vie,12501,2011-07-29
2011,7,30,sab,8338,2011-07-30
2011,7,31,dom,7450,2011-07-31
2011,8,1,lun,12546,2011-08-01
2011,8,2,mar,13491,2011-08-02
2011,8,3,mier,13164,2011-08-03
2011,8,4,jue,13031,2011-08-04
2011,8,5,vie,12848,2011-08-05
2011,8,6,sab,8567,2011-08-06
2011,8,7,dom,7605,2011-08-07
2011,8,8,lun,12505,2011-08-08
2011,8,9,mar,13360,2011-08-09
2011,8,10,mier,13160,2011-08-10
2011,8,11,jue,13092,2011-08-11
2011,8,12,vie,12978,2011-08-12
2011,8,13,sab,8448,2011-08-13
2011,8,14,dom,7470,2011-08-14
2011,8,15,lun,12756,2011-08-15
2011,8,16,mar,13576,2011-08-16
2011,8,17,mier,13267,2011-08-17
2011,8,18,jue,13150,2011-08-18
2011,8,19,vie,12900,2011-08-19
2011,8,20,sab,8572,2011-08-20
2011,8,21,dom,7493,2011-08-21
2011,8,22,lun,12286,2011-08-22
2011,8,23,mar,13422,2011-08-23
2011,8,24,mier,12986,2011-08-24
2011,8,25,jue,13046,2011-08-25
2011,8,26,vie,12910,2011-08-26
2011,8,27,sab,8700,2011-08-27
2011,8,28,dom,7633,2011-08-28
2011,8,29,lun,12281,2011-08-29
2011,8,30,mar,13561,2011-08-30
2011,8,31,mier,13390,2011-08-31
2011,9,1,jue,13723,2011-09-01
2011,9,2,vie,13224,2011-09-02
2011,9,3,sab,8588,2011-09-03
2011,9,4,dom,7399,2011-09-04
2011,9,5,lun,7770,2011-09-05
2011,9,6,mar,12892,2011-09-06
2011,9,7,mier,14234,2011-09-07
2011,9,8,jue,13544,2011-09-08
2011,9,9,vie,13537,2011-09-09
2011,9,10,sab,9115,2011-09-10
2011,9,11,dom,7501,2011-09-11
2011,9,12,lun,12770,2011-09-12
2011,9,13,mar,13205,2011-09-13
2011,9,14,mier,13590,2011-09-14
2011,9,15,jue,13583,2011-09-15
2011,9,16,vie,13322,2011-09-16
2011,9,17,sab,8792,2011-09-17
2011,9,18,dom,7724,2011-09-18
2011,9,19,lun,12818,2011-09-19
2011,9,20,mar,13648,2011-09-20
2011,9,21,mier,13138,2011-09-21
2011,9,22,jue,13157,2011-09-22
2011,9,23,vie,13062,2011-09-23
2011,9,24,sab,8496,2011-09-24
2011,9,25,dom,7609,2011-09-25
2011,9,26,lun,12719,2011-09-26
2011,9,27,mar,13455,2011-09-27
2011,9,28,mier,12815,2011-09-28
2011,9,29,jue,12813,2011-09-29
2011,9,30,vie,12419,2011-09-30
2011,10,1,sab,8506,2011-10-01
2011,10,2,dom,7419,2011-10-02
2011,10,3,lun,12310,2011-10-03
2011,10,4,mar,12924,2011-10-04
2011,10,5,mier,12748,2011-10-05
2011,10,6,jue,12744,2011-10-06
2011,10,7,vie,12195,2011-10-07
2011,10,8,sab,8206,2011-10-08
2011,10,9,dom,7160,2011-10-09
2011,10,10,lun,11839,2011-10-10
2011,10,11,mar,12865,2011-10-11
2011,10,12,mier,12581,2011-10-12
2011,10,13,jue,12201,2011-10-13
2011,10,14,vie,12065,2011-10-14
2011,10,15,sab,8043,2011-10-15
2011,10,16,dom,7145,2011-10-16
2011,10,17,lun,11803,2011-10-17
2011,10,18,mar,12819,2011-10-18
2011,10,19,mier,12605,2011-10-19
2011,10,20,jue,12536,2011-10-20
